title,release_date,vote_count,vote_average
The Wooden Man's Bride,1994-02-05,1.0,6.5
A Great Day in Harlem,1994-09-27,2.0,7.0
Bye Bye Love,1995-03-16,20.0,6.1
One Fine Day,1996-12-20,160.0,6.1
Candyman: Farewell to the Flesh,1995-03-17,64.0,5.0
Century,1993-12-31,1.0,5.0
Fargo,1996-04-05,2080.0,7.7
Homeward Bound II: Lost in San Francisco,1996-03-08,105.0,6.0
Heavy Metal,1981-08-07,150.0,6.3
Hellraiser: Bloodline,1996-03-08,111.0,4.9
The Pallbearer,1996-05-03,30.0,4.6
Jane Eyre,1996-02-09,51.0,7.1
Loaded,1996-04-12,3.0,4.0
Bread and Chocolate,1974-05-05,10.0,7.1
The Aristocats,1970-12-23,1287.0,7.1
The Flower of My Secret,1995-09-22,43.0,6.9
Two Much,1996-02-14,24.0,5.1
Ed,1996-03-15,24.0,3.6
Scream of Stone,1991-01-01,4.0,7.5
My Favorite Season,1993-05-14,4.0,6.4
A Modern Affair,1996-09-06,1.0,5.0
Condition Red,1995-12-08,3.0,4.7
Halfaouine: Boy of the Terraces,1990-01-01,5.0,7.4
A Thin Line Between Love and Hate,1996-04-04,15.0,5.7
The Last Supper,1995-09-08,82.0,6.5
Primal Fear,1996-04-03,644.0,7.4
Rude,1995-09-08,1.0,6.0
Carried Away,1996-01-26,5.0,5.4
All Dogs Go to Heaven 2,1996-03-29,50.0,5.0
Land and Freedom,1995-01-01,53.0,7.0
Denise Calls Up,1995-05-17,5.0,6.6
Theodore Rex,1995-12-14,17.0,3.6
A Family Thing,1996-03-29,14.0,5.6
Frisk,1996-03-22,3.0,3.0
Sgt. Bilko,1996-03-29,96.0,5.5
Jack & Sarah,1995-06-02,10.0,5.1
Girl 6,1996-03-22,17.0,5.7
Diabolique,1996-03-22,74.0,5.4
"Little Indian, Big City",1994-12-14,145.0,6.0
Roula,1995-09-11,1.0,5.0
Peanuts – Die Bank zahlt alles,1996-03-21,1.0,4.0
Happy Weekend,1996-03-14,0.0,0.0
Nelly and Monsieur Arnaud,1996-04-12,16.0,7.1
Courage Under Fire,1996-07-04,240.0,6.2
Mission: Impossible,1996-05-22,2677.0,6.7
Cold Fever,1995-02-10,6.0,7.7
Moll Flanders,1996-06-14,19.0,6.2
The Superwife,1996-03-06,7.0,5.3
"301, 302",1995-04-22,10.0,6.2
DragonHeart,1996-05-31,553.0,6.4
Und keiner weint mir nach,1996-02-29,0.0,0.0
My Mother's Courage,1995-09-12,0.0,0.0
Eddie,1996-05-31,46.0,5.4
Yankee Zulu,1993-12-01,4.0,6.0
Billy's Holiday,1995-07-26,0.0,0.0
Purple Noon,1960-03-10,73.0,7.3
August,1996-08-08,3.0,5.3
James and the Giant Peach,1996-04-12,375.0,6.2
Fear,1996-04-12,157.0,6.1
Kids in the Hall: Brain Candy,1996-04-02,26.0,5.9
Faithful,1996-04-03,4.0,4.8
Underground,1995-04-11,143.0,7.5
All Things Fair,1995-03-08,23.0,6.1
Bloodsport II,1996-03-01,23.0,5.2
Pather Panchali,1955-08-26,63.0,7.9
The World of Apu,1959-05-01,40.0,8.2
Mystery Science Theater 3000: The Movie,1996-04-19,71.0,7.0
Tarantella,1996-03-15,0.0,0.0
Space Jam,1996-11-15,1335.0,6.5
Barbarella,1968-10-10,149.0,5.7
Hostile Intentions,1995-01-01,1.0,8.0
They Bite,1996-01-01,1.0,5.5
Some Folks Call It a Sling Blade,1994-03-26,8.0,7.5
The Run of the Country,1995-09-22,2.0,8.0
Alphaville,1965-05-05,100.0,6.8
Coup de Torchon,1981-11-04,21.0,6.8
Tigrero: A Film That Was Never Made,1994-01-01,4.0,7.5
The Eye of Vichy,1993-05-20,0.0,0.0
Windows,1980-01-18,9.0,5.8
It's My Party,1996-03-22,9.0,6.2
Country Life,1994-10-27,1.0,8.0
Operation Dumbo Drop,1995-07-28,37.0,4.7
The Promise,1995-02-16,1.0,5.0
Mrs. Winterbourne,1996-04-19,26.0,5.5
Solo,1996-10-23,18.0,3.9
Under The Domim Tree,1994-01-01,2.0,6.5
The Substitute,1996-04-19,60.0,5.8
True Crime,1996-03-12,7.0,5.1
Butterfly Kiss,1995-08-18,5.0,7.4
Feeling Minnesota,1996-09-13,29.0,5.5
Delta of Venus,1995-06-09,5.0,3.3
To Cross the Rubicon,1991-01-01,0.0,0.0
Angus,1995-09-15,24.0,6.8
Priest Daens,1992-09-01,15.0,6.7
Faces,1968-11-24,36.0,7.1
Boys,1996-05-10,11.0,5.3
The Quest,1996-04-19,126.0,5.3
Cosi,1996-03-04,9.0,7.1
Sunset Park,1996-04-26,7.0,5.1
Mulholland Falls,1996-04-26,73.0,6.2
The Truth About Cats & Dogs,1996-04-26,86.0,5.7
Oliver & Company,1988-11-18,372.0,6.5
Celtic Pride,1996-04-19,35.0,4.9
Flipper,1996-05-17,85.0,5.3
Captives,1994-05-03,10.0,6.0
Of Love and Shadows,1994-05-10,11.0,4.4
Dead Man,1995-12-23,397.0,7.2
The Horseman on the Roof,1995-09-20,25.0,6.7
Switchblade Sisters,1975-01-05,27.0,6.6
Mouth to Mouth,1995-11-10,5.0,5.5
The Visitors,1993-01-27,433.0,7.1
Multiplicity,1996-07-19,158.0,5.5
"The Haunted World of Edward D. Wood, Jr.",1996-05-01,1.0,10.0
Two Friends,2002-03-20,0.0,0.0
The Craft,1996-05-03,388.0,6.3
The Great White Hype,1996-05-03,29.0,5.1
Last Dance,1996-05-02,9.0,5.6
Cold Comfort Farm,1995-01-01,21.0,7.0
"Institute Benjamenta, or This Dream People Call Human Life",1995-08-01,11.0,7.7
Heaven's Prisoners,1996-05-17,17.0,5.0
Original Gangstas,1996-05-10,5.0,5.5
The Rock,1996-06-06,1474.0,6.9
Getting Away with Murder,1996-04-12,6.0,5.5
Cemetery Man,1994-03-25,105.0,7.0
Twister,1996-05-10,966.0,6.1
Barb Wire,1996-05-02,117.0,3.9
Le Garçu,1995-10-31,1.0,5.0
Honeymoon,1996-04-11,0.0,0.0
Ghost in the Shell,1995-11-18,854.0,7.8
Thinner,1996-10-25,125.0,5.5
Spy Hard,1996-05-24,148.0,4.9
Brothers in Trouble,1995-08-23,0.0,0.0
A Close Shave,1995-12-24,223.0,7.5
Force of Evil,1948-12-25,33.0,6.6
The Stupids,1996-08-30,22.0,4.2
The Arrival,1996-05-31,200.0,6.1
The Man from Down Under,1943-08-04,0.0,0.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,1472.0,8.0
Careful,1992-09-30,4.0,7.8
A Month by the Lake,1995-09-11,7.0,7.2
Gold Diggers: The Secret of Bear Mountain,1995-11-03,20.0,5.8
Kim,1950-12-07,5.0,7.0
Carmen Miranda: Bananas Is My Business,1995-04-13,1.0,10.0
Ashes of Time,1994-09-16,73.0,7.1
The Jar,1994-04-01,3.0,8.0
Maya Lin: A Strong Clear Vision,1995-11-10,0.0,0.0
Stalingrad,1993-01-21,116.0,7.4
The Phantom,1996-06-06,138.0,4.7
Striptease,1996-06-28,210.0,4.4
The Last of the High Kings,1996-12-06,15.0,5.7
Heavy,1995-01-20,11.0,7.7
Jack,1996-08-09,340.0,5.9
I Shot Andy Warhol,1996-05-01,32.0,6.1
The Grass Harp,1995-09-10,4.0,6.1
Someone Else's America,1995-09-09,0.0,0.0
Life is Rosy,1987-11-17,2.0,6.5
Quartier Mozart,1992-05-26,1.0,5.0
Touki Bouki,1973-07-01,10.0,7.3
God's Gift,1982-01-01,1.0,5.0
Spirits of the Dead,1968-05-16,24.0,5.5
Babyfever,1994-05-04,0.0,0.0
Pharaoh's  Army,1995-01-01,5.0,6.3
Trainspotting,1996-02-23,2737.0,7.8
Til There Was You,1997-05-30,4.0,3.9
Independence Day,1996-06-25,3334.0,6.7
Stealing Beauty,1996-03-29,99.0,6.6
The Fan,1996-08-15,202.0,5.7
The Hunchback of Notre Dame,1996-06-21,1182.0,6.8
The Cable Guy,1996-06-10,603.0,5.7
Kingpin,1996-07-04,248.0,6.7
Eraser,1996-06-21,553.0,5.6
The Gate of Heavenly Peace,1995-01-01,3.0,6.7
The Nutty Professor,1996-06-26,717.0,5.4
"I, the Worst of All",1990-08-09,3.0,6.8
An Unforgettable Summer,1994-05-15,6.0,7.2
A Hungarian Fairy Tale,1987-01-01,0.0,0.0
My Life and Times With Antonin Artaud,1993-01-01,1.0,8.0
Midnight Dancers,1994-09-09,1.0,7.0
Somebody to Love,1994-09-27,2.0,5.1
A Very Natural Thing,1974-01-01,3.0,6.3
The Old Lady Who Walked in the Sea,1991-09-18,0.0,0.0
Daylight,1996-12-06,385.0,5.8
The Frighteners,1996-07-18,413.0,6.7
Lone Star,1996-06-21,79.0,6.9
Harriet the Spy,1996-07-10,47.0,5.7
Phenomenon,1996-07-05,328.0,6.2
Walking and Talking,1996-07-17,8.0,6.6
She's the One,1996-08-26,71.0,5.7
A Time to Kill,1996-07-24,522.0,7.0
American Buffalo,1996-09-13,9.0,6.2
Rendezvous in Paris,1995-03-22,4.0,6.5
Alaska,1996-08-14,32.0,5.2
Fled,1996-07-19,49.0,5.2
Kazaam,1996-07-17,60.0,3.6
Magic Hunter,1994-10-23,1.0,6.0
Larger Than Life,1996-10-31,35.0,5.4
A Boy Called Hate,1996-05-22,2.0,6.0
Power 98,1996-05-17,1.0,4.0
Two Deaths,1995-09-10,2.0,7.0
A Very Brady Sequel,1996-08-23,42.0,5.8
Stefano Quantestorie,1993-05-26,1.0,6.0
Death in the Garden,1956-09-21,8.0,7.4
Hedd Wyn,1992-01-01,2.0,6.5
La Collectionneuse,1967-03-02,25.0,6.5
Kaspar Hauser,1993-09-11,4.0,6.3
Regular Guys,1996-05-30,9.0,5.2
Diebinnen,1996-06-20,1.0,4.0
The Convent,1995-09-06,6.0,6.5
The Adventures of Pinocchio,1996-07-26,55.0,5.0
Joe's Apartment,1996-07-26,87.0,5.0
The First Wives Club,1996-09-20,172.0,6.5
Stonewall,1995-10-01,10.0,7.2
Ransom,1996-11-08,482.0,6.4
High School High,1996-10-25,51.0,5.4
Phat Beach,1996-08-02,8.0,5.4
Foxfire,1996-08-23,30.0,6.3
Chain Reaction,1996-08-02,291.0,5.3
Matilda,1996-08-02,892.0,6.9
Emma,1996-08-02,152.0,6.7
The Crow: City of Angels,1996-08-29,119.0,5.2
House Arrest,1996-08-14,32.0,5.0
Eyes Without a Face,1960-01-11,130.0,7.5
Bordello of Blood,1996-08-16,63.0,5.0
Lotto Land,1995-06-01,1.0,7.0
The Story of Xinghua,1994-03-30,0.0,0.0
The Day the Sun Turned Cold,1994-01-01,2.0,7.0
Flirt,1995-09-14,4.0,7.5
The Big Squeeze,1996-09-06,1.0,5.0
The Spitfire Grill,1996-08-23,17.0,6.8
Escape from L.A.,1996-08-09,381.0,5.6
Cyclo,1995-01-01,23.0,6.8
Basquiat,1996-08-09,97.0,6.6
Tin Cup,1996-08-16,152.0,5.9
Dingo,1991-06-02,1.0,6.0
The Ballad of Narayama,1958-06-01,12.0,6.4
Every Other Weekend,1990-08-28,2.0,6.0
Mille bolle blu,1993-01-01,1.0,6.0
Crows and Sparrows,1949-01-01,1.0,5.0
The Godfather,1972-03-14,6024.0,8.5
Maybe... Maybe Not,1994-10-05,34.0,6.1
Police Story 3: Supercop,1992-07-04,109.0,6.7
Manny & Lo,1996-01-22,9.0,6.3
Wife,1953-04-29,0.0,0.0
Small Faces,1996-04-05,10.0,6.4
Bound,1996-09-13,203.0,6.9
Carpool,1996-08-23,17.0,4.9
Death in Brunswick,1990-11-08,7.0,6.1
Kansas City,1996-08-16,13.0,6.1
Gone Fishin',1997-05-30,48.0,4.7
Lover's Knot,1996-07-12,2.0,4.0
Vive L'Amour,1994-09-02,16.0,7.3
Shadow of Angels,1976-01-31,2.0,4.0
Killer: A Journal of Murder,1996-09-06,10.0,6.3
Nothing to Lose,1994-01-01,0.0,0.0
Project S,1993-10-21,12.0,5.8
Girls Town,1996-08-21,3.0,5.2
Bye-Bye,1995-08-30,3.0,7.7
The Relic,1997-01-10,130.0,5.8
The Island of Dr. Moreau,1996-08-23,148.0,4.6
First Kid,1996-08-30,28.0,5.3
The Trigger Effect,1996-08-30,18.0,6.6
Sweet Nothing,1995-06-08,2.0,5.0
Bogus,1996-09-06,46.0,5.4
Bulletproof,1996-09-06,164.0,5.4
Talk of Angels,1998-10-30,4.0,6.8
The Land Before Time III: The Time of the Great Giving,1995-03-16,86.0,6.1
1-900,1994-09-01,1.0,5.0
Baton Rouge,1988-10-08,0.0,0.0
Halloween: The Curse of Michael Myers,1995-09-29,173.0,5.0
Twelfth Night,1996-10-31,22.0,7.0
Mother Night,1996-11-01,13.0,7.1
Liebelei,1933-03-10,8.0,6.3
Venice,2010-05-25,4.0,7.5
Wild Reeds,1994-05-05,18.0,7.4
For Whom the Bell Tolls,1943-07-12,41.0,6.1
The Philadelphia Story,1940-12-05,196.0,7.7
Singin' in the Rain,1952-04-10,747.0,7.9
An American in Paris,1951-08-08,133.0,6.9
Funny Face,1957-02-13,162.0,7.0
Breakfast at Tiffany's,1961-10-05,1082.0,7.6
Vertigo,1958-05-09,1162.0,8.0
Rear Window,1954-08-01,1531.0,8.2
It Happened One Night,1934-02-22,283.0,7.7
Gaslight,1944-05-04,73.0,7.2
The Gay Divorcee,1934-10-12,17.0,7.2
North by Northwest,1959-07-07,1062.0,7.8
The Apartment,1960-06-15,498.0,8.1
Some Like It Hot,1959-03-18,835.0,8.0
Charade,1963-12-05,351.0,7.7
Casablanca,1942-11-26,1462.0,7.9
The Maltese Falcon,1941-11-18,435.0,7.8
My Fair Lady,1964-10-21,361.0,7.4
Sabrina,1954-09-28,284.0,7.4
Roman Holiday,1953-09-02,502.0,7.8
The Little Princess,1939-03-17,22.0,7.0
Meet Me in St. Louis,1944-11-23,66.0,6.8
The Wizard of Oz,1939-08-15,1689.0,7.4
Gone with the Wind,1939-12-15,995.0,7.7
My Favorite Year,1982-10-01,35.0,7.1
Sunset Boulevard,1950-08-10,533.0,8.2
Citizen Kane,1941-04-30,1244.0,8.0
2001: A Space Odyssey,1968-04-10,3075.0,7.9
Golden Earrings,1947-08-27,3.0,4.8
All About Eve,1950-11-09,367.0,8.0
The Women,1939-01-01,26.0,6.4
Rebecca,1940-04-12,346.0,7.7
Foreign Correspondent,1940-08-16,86.0,7.0
Notorious,1946-08-15,345.0,7.8
Spellbound,1945-12-28,166.0,7.3
An Affair to Remember,1957-07-11,101.0,7.1
To Catch a Thief,1955-08-03,299.0,7.1
Father of the Bride,1950-06-16,43.0,6.6
The Band Wagon,1953-08-07,46.0,7.1
Ninotchka,1939-10-06,77.0,7.3
Love in the Afternoon,1957-06-30,55.0,7.3
Gigi,1958-04-15,68.0,6.1
The Reluctant Debutante,1958-01-01,11.0,6.6
The Adventures of Robin Hood,1938-05-13,170.0,7.6
The Mark of Zorro,1940-11-08,39.0,7.1
Laura,1944-10-11,173.0,7.6
The Ghost and Mrs. Muir,1947-06-26,59.0,7.3
Lost Horizon,1937-09-01,42.0,6.8
Top Hat,1935-09-06,62.0,7.4
To Be or Not to Be,1942-03-05,119.0,7.7
My Man Godfrey,1936-09-17,69.0,7.7
Giant,1956-10-10,169.0,7.5
East of Eden,1955-03-09,163.0,7.5
The Thin Man,1934-05-25,97.0,7.4
His Girl Friday,1940-01-18,171.0,7.5
Around the World in Eighty Days,1956-10-17,85.0,6.5
It's a Wonderful Life,1946-12-20,1103.0,8.0
Mr. Smith Goes to Washington,1939-10-19,245.0,7.9
Bringing Up Baby,1938-02-18,201.0,7.6
Penny Serenade,1941-04-24,23.0,6.4
The Scarlet Letter,1926-08-09,4.0,8.3
Lady of Burlesque,1943-06-01,7.0,5.0
Of Human Bondage,1934-07-20,26.0,6.4
Angel on My Shoulder,1946-09-20,6.0,5.7
Little Lord Fauntleroy,1936-03-06,13.0,6.6
They Made Me a Criminal,1939-01-28,8.0,5.6
The Inspector General,1949-12-31,17.0,6.2
Angel and the Badman,1947-02-15,27.0,6.6
The 39 Steps,1935-06-01,217.0,7.4
A Walk in the Sun,1945-12-25,14.0,5.2
The Outlaw,1943-02-05,16.0,4.9
Night of the Living Dead,1968-10-01,591.0,7.5
The African Queen,1951-12-03,232.0,7.4
Beat the Devil,1953-11-24,31.0,6.2
Cat on a Hot Tin Roof,1958-02-17,168.0,7.6
The Last Time I Saw Paris,1954-01-01,9.0,5.1
Meet John Doe,1941-03-12,52.0,7.3
Algiers,1938-06-28,6.0,5.8
Something to Sing About,1937-09-30,2.0,3.8
A Farewell to Arms,1932-12-08,29.0,6.2
Moonlight Murder,1936-03-27,1.0,6.0
Nothing Personal,1996-10-18,1.0,4.0
"Yes, Madam",1985-01-01,11.0,7.4
Dangerous Ground,1997-02-12,8.0,5.0
Picnic,1955-11-18,19.0,6.7
Madagascar Skin,1995-01-26,0.0,0.0
The Pompatus of Love,1996-07-26,2.0,5.3
Small Wonders,1995-01-01,0.0,0.0
Fly Away Home,1996-09-13,114.0,6.6
Bliss,1997-04-14,6.0,4.8
Grace of My Heart,1996-09-13,15.0,6.5
Brother of Sleep,1995-09-08,6.0,6.8
Maximum Risk,1996-09-13,104.0,5.3
Michael Collins,1996-10-25,98.0,6.8
The Rich Man's Wife,1996-09-13,11.0,4.9
Infinity,1996-10-04,0.0,0.0
Big Night,1996-09-20,45.0,6.8
Last Man Standing,1996-09-20,263.0,6.2
Caught,1996-01-24,5.0,6.5
Set It Off,1996-11-06,66.0,6.9
2 Days in the Valley,1996-09-11,73.0,5.9
Curdled,1996-09-06,29.0,6.2
L'associé,1979-08-22,3.0,6.0
Ed's Next Move,1996-10-18,1.0,3.0
Extreme Measures,1996-09-27,80.0,5.7
The Glimmer Man,1996-10-04,102.0,4.7
D3: The Mighty Ducks,1996-10-04,99.0,5.3
The Chamber,1996-10-11,62.0,5.9
The Apple Dumpling Gang,1975-07-01,34.0,6.6
"Davy Crockett, King of the Wild Frontier",1955-05-25,14.0,5.9
Escape to Witch Mountain,1975-03-21,60.0,6.5
The Love Bug,1968-12-22,126.0,6.0
Herbie Rides Again,1974-02-14,77.0,5.9
Old Yeller,1957-12-25,68.0,7.0
The Parent Trap,1961-06-12,92.0,6.8
Pollyanna,1960-05-19,50.0,6.9
Homeward Bound: The Incredible Journey,1993-02-03,218.0,6.6
The Shaggy Dog,1959-03-19,22.0,6.2
Swiss Family Robinson,1960-12-21,88.0,7.0
That Darn Cat!,1965-12-02,28.0,6.4
"20,000 Leagues Under the Sea",1954-12-23,160.0,6.9
Cool Runnings,1993-09-30,510.0,6.8
Angels in the Outfield,1994-07-15,124.0,5.7
Cinderella,1950-03-04,1760.0,6.8
Winnie the Pooh and the Blustery Day,1968-12-20,20.0,7.8
The Three Caballeros,1944-07-21,108.0,6.2
The Sword in the Stone,1963-12-25,935.0,6.9
So Dear to My Heart,1948-11-29,5.0,6.3
Robin Hood: Prince of Thieves,1991-06-14,937.0,6.6
Mary Poppins,1964-08-27,1217.0,7.4
Dumbo,1941-10-22,1206.0,6.8
Pete's Dragon,1977-11-03,201.0,6.4
Bedknobs and Broomsticks,1971-10-07,260.0,6.8
Alice in Wonderland,1951-07-03,1557.0,7.0
The Fox and the Hound,1981-07-10,884.0,7.0
Freeway,1996-08-23,95.0,6.5
The Sound of Music,1965-03-02,966.0,7.4
Die Hard,1988-07-15,4005.0,7.5
The Lawnmower Man,1992-03-05,198.0,5.4
Unhook the Stars,1996-09-04,11.0,6.2
Synthetic Pleasures,1995-09-13,0.0,0.0
The Secret Agent,1996-11-08,7.0,5.0
Secrets & Lies,1996-05-24,127.0,7.1
That Thing You Do!,1996-10-04,230.0,6.8
To Gillian on Her 37th Birthday,1996-10-18,13.0,5.1
Surviving Picasso,1996-09-04,21.0,5.3
Love Is All There Is,1996-05-10,2.0,5.5
Beautiful Thing,1996-06-21,76.0,7.3
The Long Kiss Goodnight,1996-10-11,323.0,6.4
The Ghost and the Darkness,1996-10-11,238.0,6.4
Looking for Richard,1996-10-11,33.0,6.9
Trees Lounge,1996-10-11,51.0,6.7
The Proprietor,1996-09-09,0.0,0.0
Normal Life,1996-01-26,8.0,6.8
Get on the Bus,1996-10-16,11.0,7.0
Shadow Conspiracy,1997-01-31,12.0,4.0
Jude,1996-02-06,38.0,6.6
Everyone Says I Love You,1996-12-06,149.0,6.5
Bitter Sugar,1996-02-10,3.0,6.3
Romeo + Juliet,1996-10-31,1406.0,6.7
Swingers,1996-10-18,255.0,6.8
Sleepers,1996-10-18,729.0,7.3
The Sunchaser,1996-05-29,8.0,6.1
Johns,1996-12-10,6.0,6.0
Aladdin and the King of Thieves,1996-05-20,494.0,6.1
The Woman in Question,1952-02-18,3.0,5.2
Shall We Dance,1937-05-07,22.0,7.9
A Damsel in Distress,1937-11-19,4.0,7.0
Crossfire,1947-07-22,26.0,6.1
"Murder, My Sweet",1944-12-09,48.0,7.2
Macao,1952-04-30,8.0,5.6
For the Moment,1993-10-01,3.0,7.4
Willy Wonka & the Chocolate Factory,1971-06-29,826.0,7.4
The Sexual Life of the Belgians,1994-01-28,2.0,5.0
The Innocents,1961-12-25,126.0,7.5
Sleeper,1973-12-17,206.0,7.0
Bananas,1971-04-28,167.0,6.7
A Fish Called Wanda,1988-07-15,576.0,7.1
Life of Brian,1979-08-17,1230.0,7.7
Victor/Victoria,1982-04-25,89.0,6.9
The Candidate,1972-08-23,39.0,6.9
The Great Race,1965-07-01,64.0,7.2
Bonnie and Clyde,1967-07-18,384.0,7.6
The Old Man and the Sea,1958-10-07,25.0,6.0
Dial M for Murder,1954-05-29,539.0,7.9
Madame Butterfly,1995-11-22,3.0,4.8
Dirty Dancing,1987-08-21,1371.0,7.1
Reservoir Dogs,1992-09-02,3821.0,8.1
Platoon,1986-12-18,1236.0,7.5
Weekend at Bernie's,1989-07-05,255.0,6.4
Basic Instinct,1992-03-20,869.0,6.5
The Doors,1991-03-01,285.0,6.7
The Crying Game,1992-09-02,180.0,6.9
Glengarry Glen Ross,1992-09-15,330.0,7.5
Sophie's Choice,1982-12-08,149.0,7.4
E.T. the Extra-Terrestrial,1982-04-03,3359.0,7.3
The Search for One-eye Jimmy,1994-11-14,4.0,6.3
A Christmas Carol,1938-12-16,34.0,7.0
Days of Thunder,1990-06-27,359.0,5.9
Top Gun,1986-05-16,1736.0,6.7
American Strays,1996-09-12,5.0,6.8
Rebel Without a Cause,1955-10-27,351.0,7.6
A Streetcar Named Desire,1951-09-18,291.0,7.6
Children of the Corn IV: The Gathering,1996-10-08,41.0,4.6
The Leopard Son,1996-09-27,0.0,0.0
Charm's  Incidents,1996-10-03,0.0,0.0
Bird of Prey,1995-09-12,0.0,0.0
Microcosmos,1996-05-20,61.0,7.7
Palookaville,1995-09-07,7.0,5.4
The Associate,1996-10-25,49.0,6.2
The Funeral,1996-01-26,31.0,7.3
The Sleepover,2013-10-12,1.0,8.0
A Single Girl,1995-05-29,8.0,6.8
The Eighth Day,1996-01-01,56.0,7.0
North Star,1996-01-03,3.0,5.2
Drunks,1997-03-14,0.0,0.0
The People vs. Larry Flynt,1996-10-12,257.0,6.8
Glory Daze,1995-10-01,15.0,5.8
A Perfect Candidate,1996-06-19,2.0,5.3
On Golden Pond,1981-12-04,101.0,7.3
The Return of the Pink Panther,1975-05-21,138.0,6.7
Drop Dead Fred,1991-04-19,107.0,5.9
The Abyss,1989-08-09,822.0,7.1
The Fog,1980-02-08,318.0,6.4
Escape from New York,1981-05-22,720.0,6.9
The Howling,1981-04-03,165.0,6.4
Jean de Florette,1986-08-27,113.0,7.6
Manon of the Spring,1986-11-19,103.0,7.8
Johnny 100 Pesos,1993-01-01,3.0,6.3
Private Benjamin,1980-10-06,103.0,6.0
Monty Python and the Holy Grail,1975-03-13,1742.0,7.8
Hustler White,1996-07-19,12.0,6.8
Dadetown,1995-09-02,1.0,8.0
Everything Relative,1996-09-13,1.0,4.0
Entertaining Angels - The Dorothy Day Story,1996-09-27,1.0,5.0
Three Lives and Only One Death,1996-05-15,5.0,8.0
The Line King: The Al Hirschfeld Story,1996-09-27,0.0,0.0
Snowriders,1996-10-17,0.0,0.0
Curtis's Charm,1995-09-18,0.0,0.0
When We Were Kings,1996-10-25,54.0,7.3
The Wrong Trousers,1993-12-17,266.0,7.6
JLG/JLG: Self-Portrait in December,1995-03-08,3.0,7.7
The Return of Martin Guerre,1982-05-12,22.0,6.7
Faust,1994-09-10,22.0,7.4
He Walked by Night,1948-11-24,17.0,6.4
Raw Deal,1948-05-26,19.0,7.2
T-Men,1947-12-15,15.0,6.4
The Children Are Watching Us,1944-10-27,11.0,7.2
Pastoral Symphony,1946-09-26,3.0,4.7
Here Comes Cookie,1935-09-10,1.0,8.0
Love In Bloom,1935-04-20,0.0,0.0
Six of a Kind,1934-02-09,2.0,3.5
The Tin Drum,1979-05-02,93.0,7.0
The Ruling Class,1972-09-13,29.0,6.8
Mina Tannenbaum,1994-03-02,3.0,4.8
2 or 3 Things I Know About Her,1967-03-17,33.0,7.0
The Bloody Child,1996-10-26,0.0,0.0
Dear God,1996-11-01,17.0,5.1
Bad Moon,1996-11-01,33.0,5.7
American Dream,1990-09-28,2.0,6.0
Best of the Best 3: No Turning Back,1995-05-17,13.0,5.8
Bob Roberts,1992-09-04,44.0,6.5
Cinema Paradiso,1988-11-17,834.0,8.2
"The Cook, the Thief, His Wife & Her Lover",1989-09-10,137.0,7.3
Dead Tired,1994-05-18,9.0,5.6
Delicatessen,1991-04-17,320.0,7.4
The Double Life of Veronique,1991-05-15,154.0,7.3
Enchanted April,1991-11-06,25.0,6.9
Paths of Glory,1957-09-18,565.0,8.2
The Grifters,1990-09-14,112.0,6.5
Hear My Song,1991-12-27,4.0,4.1
The Shooter,1997-10-23,1.0,5.0
The English Patient,1996-11-14,559.0,7.0
Mediterraneo,1991-01-31,157.0,7.4
My Left Foot: The Story of Christy Brown,1989-07-21,208.0,7.5
"Sex, Lies, and Videotape",1989-08-18,188.0,6.7
Passion Fish,1992-12-11,7.0,6.7
Strictly Ballroom,1992-08-20,83.0,6.2
The Thin Blue Line,1988-08-28,109.0,7.9
Tie Me Up! Tie Me Down!,1989-12-12,102.0,7.0
Madonna: Truth or Dare,1991-05-10,32.0,6.3
Paris is Burning,1990-03-13,67.0,8.2
One Flew Over the Cuckoo's Nest,1975-11-18,3001.0,8.3
Up in Smoke,1978-01-01,201.0,6.7
The Empire Strikes Back,1980-05-17,5998.0,8.2
The Princess Bride,1987-09-18,1518.0,7.6
Raiders of the Lost Ark,1981-06-12,3949.0,7.7
Brazil,1985-02-20,877.0,7.6
Aliens,1986-07-18,3282.0,7.7
"The Good, the Bad and the Ugly",1966-12-23,2371.0,8.1
Withnail & I,1987-01-01,173.0,7.4
12 Angry Men,1957-03-25,2130.0,8.2
Lawrence of Arabia,1962-12-10,870.0,7.8
A Clockwork Orange,1971-12-18,3432.0,8.0
To Kill a Mockingbird,1962-12-25,676.0,7.9
Apocalypse Now,1979-08-15,2112.0,8.0
Once Upon a Time in the West,1968-12-21,1160.0,8.1
Return of the Jedi,1983-05-23,4763.0,7.9
Wings of Desire,1987-01-01,256.0,7.5
The Third Man,1949-08-31,431.0,7.9
GoodFellas,1990-09-12,3211.0,8.2
Alien,1979-05-25,4564.0,7.9
Army of Darkness,1992-10-09,852.0,7.3
The Big Blue,1988-05-11,364.0,7.6
Ran,1985-06-01,349.0,7.9
The Killer,1989-07-06,179.0,7.6
Psycho,1960-06-16,2405.0,8.3
The Blues Brothers,1980-06-17,1092.0,7.5
The Godfather: Part II,1974-12-20,3418.0,8.3
Full Metal Jacket,1987-06-26,2595.0,7.9
A Grand Day Out,1990-05-18,199.0,7.4
Henry V,1989-10-05,73.0,7.4
Amadeus,1984-10-26,1107.0,7.8
The Quiet Man,1952-07-21,118.0,7.3
